These results were downloaded and refreshed on October   20, 2015 at 12:18 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 20 octobre 2015 à 12h18 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Lin		Nick	Marxist-Leninist	Marxiste-Léniniste	68	.1	0	54706
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Nicula		Michael	PACT	PRCT	90	.2	0	54706
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Vaughan		Adam	Liberal	Libéral	29814	54.5	0	54706
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Zuniga		Sabrina	Conservative	Conservateur	8602	15.7	0	54706
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Burger		Patrick	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4333	8.2	0	53016
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Clement		Bernadette	Liberal	Libéral	20450	38.6	0	53016
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Kennedy		Elaine	Green Party	Parti Vert	1192	2.2	0	53016
35102	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	preliminary	préliminaires	Lauzon		Guy	Conservative	Conservateur	27041	51	0	53016
35103	Sudbury	Sudbury	preliminary	préliminaires	Audet		Jean-Raymond	Independent	Indépendant	134	.3	0	49629
35103	Sudbury	Sudbury	preliminary	préliminaires	Lefebvre		Paul	Liberal	Libéral	23534	47.4	0	49629
35103	Sudbury	Sudbury	preliminary	préliminaires	Loewenberg		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13793	27.8	0	49629
35103	Sudbury	Sudbury	preliminary	préliminaires	Popescu		J. David	Independent	Indépendant	84	.2	0	49629
35103	Sudbury	Sudbury	preliminary	préliminaires	Robinson		David	Green Party	Parti Vert	1509	3	0	49629
35103	Sudbury	Sudbury	preliminary	préliminaires	Rowley		Elizabeth	Communist	Communiste	110	.2	0	49629
35103	Sudbury	Sudbury	preliminary	préliminaires	Slade		Fred	Conservative	Conservateur	10465	21.1	0	49629
35104	Thornhill	Thornhill	preliminary	préliminaires	Balfour		Gene	Libertarian	Libertarien	587	1.1	0	54488
35104	Thornhill	Thornhill	preliminary	préliminaires	Cherry		Lorne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2820	5.2	0	54488
35104	Thornhill	Thornhill	preliminary	préliminaires	Coldham		Nancy	Liberal	Libéral	18385	33.7	0	54488
35104	Thornhill	Thornhill	preliminary	préliminaires	Fairbairn		Margaret Leigh	Seniors Party	Parti des aînés	158	.3	0	54488
35104	Thornhill	Thornhill	preliminary	préliminaires	Kent		Peter	Conservative	Conservateur	31911	58.6	0	54488
35104	Thornhill	Thornhill	preliminary	préliminaires	Rachlis		Josh	Green Party	Parti Vert	627	1.2	0	54488
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	preliminary	préliminaires	Comuzzi		Moe	Conservative	Conservateur	8876	21.1	0	42039
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	preliminary	préliminaires	Radbourne		Christy	Green Party	Parti Vert	2201	5.2	0	42039
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	preliminary	préliminaires	Rafferty		John	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12439	29.6	0	42039
35105	Thunder Bay--Rainy River	Thunder Bay--Rainy River	preliminary	préliminaires	Rusnak		Don	Liberal	Libéral	18523	44.1	0	42039
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	preliminary	préliminaires	Foulds		Andrew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10339	23.2	0	44523
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	preliminary	préliminaires	Hajdu		Patty	Liberal	Libéral	19969	44.9	0	44523
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	preliminary	préliminaires	Harvey		Richard	Conservative	Conservateur	7775	17.5	0	44523
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	preliminary	préliminaires	Hyer		Bruce	Green Party	Parti Vert	6155	13.8	0	44523
35106	Thunder Bay--Superior North	Thunder Bay--Supérieur-Nord	preliminary	préliminaires	Skaf		Robert	Independent	Indépendant	285	.6	0	44523
35107	Timmins--James Bay	Timmins--Baie James	preliminary	préliminaires	Angus		Charlie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15966	42.7	0	37372
35107	Timmins--James Bay	Timmins--Baie James	preliminary	préliminaires	Curley		John P.	Conservative	Conservateur	7838	21	0	37372
35107	Timmins--James Bay	Timmins--Baie James	preliminary	préliminaires	Kennedy		Max	Green Party	Parti Vert	836	2.2	0	37372
35107	Timmins--James Bay	Timmins--Baie James	preliminary	préliminaires	Lever		Todd	Liberal	Libéral	12732	34.1	0	37372
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	Ahmad		Mariam	Communist	Communiste	133	.3	0	50265
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	Biggin		Colin	Green Party	Parti Vert	1306	2.6	0	50265
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	Di Battista		Julian	Conservative	Conservateur	6131	12.2	0	50265
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	Fernandez		Philip	Marxist-Leninist	Marxiste-Léniniste	76	.2	0	50265
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	McQuaig		Linda	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13382	26.6	0	50265
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	Morneau		Bill	Liberal	Libéral	29090	57.9	0	50265
35108	Toronto Centre	Toronto-Centre	preliminary	préliminaires	Stone		Jordan	Independent	Indépendant	147	.3	0	50265
35109	Toronto--Danforth	Toronto--Danforth	preliminary	préliminaires	Abbott		Elizabeth	Animal Alliance/Environment Voters	Animal Alliance/Environment Voters	354	.6	0	55597
35109	Toronto--Danforth	Toronto--Danforth	preliminary	préliminaires	Dabrusin		Julie	Liberal	Libéral	23531	42.3	0	55597
35109	Toronto--Danforth	Toronto--Danforth	preliminary	préliminaires	Dichter		Benjamin	Conservative	Conservateur	5478	9.9	0	55597
35109	Toronto--Danforth	Toronto--Danforth	preliminary	préliminaires	Richardson		John	PC Party	Parti PC	1275	2.3	0	55597
35109	Toronto--Danforth	Toronto--Danforth	preliminary	préliminaires	Scott		Craig	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22261	40	0	55597
35109	Toronto--Danforth	Toronto--Danforth	preliminary	préliminaires	Tolley		Chris	Green Party	Parti Vert	2698	4.9	0	55597
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Berlin		David	The Bridge	Le Lien	121	.2	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Freeland		Chrystia	Liberal	Libéral	27806	49.8	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Garvie		Drew	Communist	Communiste	123	.2	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Hollett		Jennifer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15969	28.6	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Jivraj		Karim	Conservative	Conservateur	9798	17.5	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Luisi		Simon	Animal Alliance/Environment Voters	Animal Alliance/Environment Voters	125	.2	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Rutchinski		Steve	Marxist-Leninist	Marxiste-Léniniste	51	.1	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Waslowski		Jesse	Libertarian	Libertarien	233	.4	0	55870
35110	University--Rosedale	University--Rosedale	preliminary	préliminaires	Wright		Nick	Green Party	Parti Vert	1644	2.9	0	55870
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	preliminary	préliminaires	Boulanger		Elise	Green Party	Parti Vert	600	1.3	0	47307
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	preliminary	préliminaires	Fantino		Julian	Conservative	Conservateur	20647	43.6	0	47307
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	preliminary	préliminaires	Gualtieri		Anthony	Libertarian	Libertarien	731	1.5	0	47307
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	preliminary	préliminaires	Sorbara		Francesco	Liberal	Libéral	23131	48.9	0	47307
35111	Vaughan--Woodbridge	Vaughan--Woodbridge	preliminary	préliminaires	Zichy		Adriana Marie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2198	4.6	0	47307
35112	Waterloo	Waterloo	preliminary	préliminaires	Braid		Peter	Conservative	Conservateur	18991	32.4	0	58559
35112	Waterloo	Waterloo	preliminary	préliminaires	Chagger		Bardish	Liberal	Libéral	29058	49.6	0	58559
35112	Waterloo	Waterloo	preliminary	préliminaires	Freeman		Diane	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8705	14.9	0	58559
35112	Waterloo	Waterloo	preliminary	préliminaires	Hawley-Yan		Emma	Animal Alliance/Environment Voters	Animal Alliance/Environment Voters	133	.2	0	58559
35112	Waterloo	Waterloo	preliminary	préliminaires	Walsh		Richard	Green Party	Parti Vert	1672	2.9	0	58559
35113	Wellington--Halton Hills	Wellington--Halton Hills	preliminary	préliminaires	Anstey		Harvey Edward	CAP	PAC	183	.3	0	63653
35113	Wellington--Halton Hills	Wellington--Halton Hills	preliminary	préliminaires	Bouteiller		Brent Allan	Green Party	Parti Vert	2545	4	0	63653
35113	Wellington--Halton Hills	Wellington--Halton Hills	preliminary	préliminaires	Chong		Michael	Conservative	Conservateur	32367	50.8	0	63653
35113	Wellington--Halton Hills	Wellington--Halton Hills	preliminary	préliminaires	Gajerski-Cauley		Anne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5318	8.4	0	63653
35113	Wellington--Halton Hills	Wellington--Halton Hills	preliminary	préliminaires	Trant		Don	Liberal	Libéral	23240	36.5	0	63653
35114	Whitby	Whitby	preliminary	préliminaires	Caesar-Chavannes		Celina	Liberal	Libéral	28765	44.9	0	64097
35114	Whitby	Whitby	preliminary	préliminaires	Cameron		Craig	Green Party	Parti Vert	1394	2.2	0	64097
35114	Whitby	Whitby	preliminary	préliminaires	Kelly		Ryan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6661	10.4	0	64097
35114	Whitby	Whitby	preliminary	préliminaires	O'Connor		Jon	Independent	Indépendant	292	.5	0	64097
35114	Whitby	Whitby	preliminary	préliminaires	Perkins		Pat	Conservative	Conservateur	26985	42.1	0	64097
35115	Willowdale	Willowdale	preliminary	préliminaires	Ahluwalia		Birinder Singh	Independent	Indépendant	216	.5	0	45930
35115	Willowdale	Willowdale	preliminary	préliminaires	Arruda		James	Green Party	Parti Vert	1021	2.2	0	45930
35115	Willowdale	Willowdale	preliminary	préliminaires	Ehsassi		Ali	Liberal	Libéral	24431	53.2	0	45930
35115	Willowdale	Willowdale	preliminary	préliminaires	Leung		Chungsen	Conservative	Conservateur	17036	37.1	0	45930
35115	Willowdale	Willowdale	preliminary	préliminaires	Tabasinejad		Pouyan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3226	7	0	45930
35116	Windsor--Tecumseh	Windsor--Tecumseh	preliminary	préliminaires	Chesnik		Laura	Marxist-Leninist	Marxiste-Léniniste	255	.5	0	53349
35116	Windsor--Tecumseh	Windsor--Tecumseh	preliminary	préliminaires	Gignac		Jo-Anne	Conservative	Conservateur	14656	27.5	0	53349
35116	Windsor--Tecumseh	Windsor--Tecumseh	preliminary	préliminaires	Hardcastle		Cheryl	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23214	43.5	0	53349
35116	Windsor--Tecumseh	Windsor--Tecumseh	preliminary	préliminaires	Momotiuk		David	Green Party	Parti Vert	1041	2	0	53349
35116	Windsor--Tecumseh	Windsor--Tecumseh	preliminary	préliminaires	Schiller		Frank	Liberal	Libéral	14183	26.6	0	53349
35117	Windsor West	Windsor-Ouest	preliminary	préliminaires	LaRussa		Cora	Green Party	Parti Vert	1082	2.3	0	46930
35117	Windsor West	Windsor-Ouest	preliminary	préliminaires	Lau		Henry	Conservative	Conservateur	9744	20.8	0	46930
35117	Windsor West	Windsor-Ouest	preliminary	préliminaires	Masse		Brian	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23990	51.1	0	46930
35117	Windsor West	Windsor-Ouest	preliminary	préliminaires	Sundin		Dave	Liberal	Libéral	11953	25.5	0	46930
35117	Windsor West	Windsor-Ouest	preliminary	préliminaires	Villamizar		Margaret	Marxist-Leninist	Marxiste-Léniniste	161	.3	0	46930
35118	York Centre	York-Centre	preliminary	préliminaires	Adler		Mark	Conservative	Conservateur	18893	44	0	42944
35118	York Centre	York-Centre	preliminary	préliminaires	Berman		Hal	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3148	7.3	0	42944
35118	York Centre	York-Centre	preliminary	préliminaires	Kritsonis		Constantine	Green Party	Parti Vert	794	1.8	0	42944
35118	York Centre	York-Centre	preliminary	préliminaires	Levitt		Michael	Liberal	Libéral	20109	46.8	0	42944
35119	York--Simcoe	York--Simcoe	preliminary	préliminaires	Gerl		Sylvia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4255	8.9	0	47879
35119	York--Simcoe	York--Simcoe	preliminary	préliminaires	Tanaka		Shaun	Liberal	Libéral	18083	37.8	0	47879
35119	York--Simcoe	York--Simcoe	preliminary	préliminaires	Van Loan		Peter	Conservative	Conservateur	24058	50.2	0	47879
35119	York--Simcoe	York--Simcoe	preliminary	préliminaires	Viitala		Mark	Green Party	Parti Vert	1483	3.1	0	47879
35120	York South--Weston	York-Sud--Weston	preliminary	préliminaires	Hussen		Ahmed	Liberal	Libéral	20091	46.1	0	43618
35120	York South--Weston	York-Sud--Weston	preliminary	préliminaires	Johnson		John	Green Party	Parti Vert	887	2	0	43618
35120	York South--Weston	York-Sud--Weston	preliminary	préliminaires	Lepone		Stephen	Libertarian	Libertarien	1043	2.4	0	43618
35120	York South--Weston	York-Sud--Weston	preliminary	préliminaires	Robinson		James	Conservative	Conservateur	8394	19.2	0	43618
35120	York South--Weston	York-Sud--Weston	preliminary	préliminaires	Sullivan		Mike	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13203	30.3	0	43618
35121	Humber River--Black Creek	Humber River--Black Creek	preliminary	préliminaires	Harris		Darnel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3798	10.6	0	35723
35121	Humber River--Black Creek	Humber River--Black Creek	preliminary	préliminaires	Jarrett		Keith	Green Party	Parti Vert	578	1.6	0	35723
35121	Humber River--Black Creek	Humber River--Black Creek	preliminary	préliminaires	Nugent		Christine	Marxist-Leninist	Marxiste-Léniniste	199	.6	0	35723
35121	Humber River--Black Creek	Humber River--Black Creek	preliminary	préliminaires	Sgro		Judy	Liberal	Libéral	23925	67	0	35723
35121	Humber River--Black Creek	Humber River--Black Creek	preliminary	préliminaires	Vandenberg		Kerry	Conservative	Conservateur	7223	20.2	0	35723
46001	Brandon--Souris	Brandon--Souris	preliminary	préliminaires	Maguire		Larry	Conservative	Conservateur	20667	50.2	0	41153
46001	Brandon--Souris	Brandon--Souris	preliminary	préliminaires	Neufeld		David	Green Party	Parti Vert	2526	6.1	0	41153
46001	Brandon--Souris	Brandon--Souris	preliminary	préliminaires	Wastasecoot		Melissa Joy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2618	6.4	0	41153
46001	Brandon--Souris	Brandon--Souris	preliminary	préliminaires	Wyman		Jodi	Liberal	Libéral	15342	37.3	0	41153
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	preliminary	préliminaires	Eyolfson		Doug	Liberal	Libéral	24531	51.9	0	47270
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	preliminary	préliminaires	Fletcher		Steven	Conservative	Conservateur	18518	39.2	0	47270
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	preliminary	préliminaires	Nichols		Kevin	Green Party	Parti Vert	1372	2.9	0	47270
46002	Charleswood--St. James--Assiniboia--Headingley	Charleswood--St. James--Assiniboia--Headingley	preliminary	préliminaires	Paulley		Tom	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2849	6	0	47270
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	preliminary	préliminaires	Ashton		Niki	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14469	46.3	0	31254
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	preliminary	préliminaires	Chartrand		Rebecca	Liberal	Libéral	12914	41.3	0	31254
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	preliminary	préliminaires	Hastmann		August	Green Party	Parti Vert	548	1.8	0	31254
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	preliminary	préliminaires	Linnick		Zachary	Libertarian	Libertarien	252	.8	0	31254
46003	Churchill--Keewatinook Aski	Churchill--Keewatinook Aski	preliminary	préliminaires	Mirecki		Kyle G.	Conservative	Conservateur	3071	9.8	0	31254
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	preliminary	préliminaires	Lewycky		Laverne M.	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5083	12.3	0	41462
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	preliminary	préliminaires	Mark		Inky	Independent	Indépendant	3369	8.1	0	41462
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	preliminary	préliminaires	Piché		Ray	Liberal	Libéral	12193	29.4	0	41462
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	preliminary	préliminaires	Sopuck		Robert	Conservative	Conservateur	19229	46.4	0	41462
46004	Dauphin--Swan River--Neepawa	Dauphin--Swan River--Neepawa	preliminary	préliminaires	Storey		Kate	Green Party	Parti Vert	1588	3.8	0	41462
46005	Elmwood--Transcona	Elmwood--Transcona	preliminary	préliminaires	Blaikie		Daniel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14699	34.3	0	42900
46005	Elmwood--Transcona	Elmwood--Transcona	preliminary	préliminaires	Parke		Kim	Green Party	Parti Vert	1016	2.4	0	42900
46005	Elmwood--Transcona	Elmwood--Transcona	preliminary	préliminaires	Richardson-Lipon		Andrea	Liberal	Libéral	12537	29.2	0	42900
46005	Elmwood--Transcona	Elmwood--Transcona	preliminary	préliminaires	Toet		Lawrence	Conservative	Conservateur	14648	34.1	0	42900
46006	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Bell		Jim	Conservative	Conservateur	17478	39.9	0	43846
46006	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Hiebert		Eduard Walter	Independent	Indépendant	142	.3	0	43846
46006	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Hrynyk		Suzanne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6271	14.3	0	43846
46006	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Mihychuk		MaryAnn	Liberal	Libéral	18698	42.6	0	43846
46006	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Reimer		David	Christian Heritage Party	Parti de l'Héritage Chrétien	484	1.1	0	43846
46006	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Stairs		Steven	Green Party	Parti Vert	773	1.8	0	43846
46007	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Bergen		Candice	Conservative	Conservateur	25060	60.8	0	41186
46007	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Dondo		Jerome	Christian Heritage Party	Parti de l'Héritage Chrétien	1320	3.2	0	41186
46007	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Eert		Beverley	Green Party	Parti Vert	1631	4	0	41186
46007	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Harder		Dean	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2554	6.2	0	41186
46007	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Werbiski		Ken	Liberal	Libéral	10621	25.8	0	41186
46008	Provencher	Provencher	preliminary	préliminaires	Falk		Ted	Conservative	Conservateur	25168	55.8	0	45099
46008	Provencher	Provencher	preliminary	préliminaires	Hayward		Terry	Liberal	Libéral	15507	34.4	0	45099
