FEDNUM,riding_name,con,lib,ndp,grn,blc,oth,elected,check_sum
35094,Scarborough Centre,32.299999999999997,50.5,11.6,2.2999999999999998,,3.2999999999999998,lib,99.999999999999986
59014,Kelowna--Lake Country,39.799999999999997,46.100000000000001,14.1,,,,lib,100.0
59015,Kootenay--Columbia,36.799999999999997,19.5,37.200000000000003,6.5,,,ndp,100.0
59016,Langley--Aldergrove,45.5,36.5,12.800000000000001,4.4000000000000004,,0.90000000000000002,con,100.09999999999999
59017,Mission--Matsqui--Fraser Canyon,34.899999999999999,37.299999999999997,20.600000000000001,5.0999999999999996,,2.1000000000000001,lib,100.0
48034,Yellowhead,72.200000000000003,14.199999999999999,9.0999999999999996,2.8999999999999999,,1.6000000000000001,con,100.0
35095,Scarborough--Guildwood,26.5,60.0,11.300000000000001,1.3999999999999999,,0.69999999999999996,lib,99.900000000000006
59020,North Okanagan--Shuswap,39.299999999999997,30.0,25.600000000000001,5.2000000000000002,,,con,100.09999999999999
59021,North Vancouver,26.899999999999999,56.600000000000001,7.7999999999999998,8.3000000000000007,,0.30000000000000004,lib,99.900000000000006
59022,Pitt Meadows--Maple Ridge,31.399999999999999,33.799999999999997,29.600000000000001,4.2000000000000002,,1.0,lib,100.0
59023,Port Moody--Coquitlam,29.899999999999999,30.699999999999999,35.799999999999997,3.3999999999999999,,0.20000000000000001,ndp,100.0
59024,Prince George--Peace River--Northern Rockies,52.600000000000001,24.800000000000001,15.5,5.2000000000000002,,2.0,con,100.09999999999999
59025,Richmond Centre,43.5,42.299999999999997,11.300000000000001,2.7999999999999998,,,con,99.899999999999991
59026,Esquimalt--Saanich--Sooke,17.5,27.300000000000001,35.0,20.0,,0.20000000000000001,ndp,100.0
59027,Saanich--Gulf Islands,19.399999999999999,16.800000000000001,9.0999999999999996,54.299999999999997,,0.40000000000000002,grn,100.0
59028,Skeena--Bulkley Valley,24.699999999999999,18.699999999999999,51.200000000000003,3.6000000000000001,,1.8,ndp,100.00000000000001
59029,South Okanagan--West Kootenay,29.800000000000001,28.100000000000001,37.200000000000003,4.2999999999999998,,0.59999999999999998,ndp,100.0
59030,South Surrey--White Rock,44.0,41.5,10.4,3.3999999999999999,,0.69999999999999996,con,100.0
59031,Steveston--Richmond East,38.5,45.100000000000001,12.1,3.7000000000000002,,0.59999999999999998,lib,100.0
59032,Surrey Centre,19.800000000000001,45.100000000000001,30.100000000000001,3.3999999999999999,,1.6000000000000001,lib,100.0
59033,Surrey--Newton,15.699999999999999,56.0,26.100000000000001,2.2000000000000002,,,lib,100.00000000000001
59034,Vancouver Centre,16.699999999999999,56.5,20.0,5.7000000000000002,,1.1000000000000001,lib,100.00000000000001
59035,Vancouver East,10.800000000000001,28.100000000000001,50.0,9.1999999999999993,,2.0,ndp,100.09999999999999
59036,Vancouver Granville,26.100000000000001,43.899999999999999,26.899999999999999,3.1000000000000001,,,lib,100.0
59037,North Island--Powell River,26.199999999999999,25.5,40.0,8.3000000000000007,,,ndp,100.0
59038,Vancouver Kingsway,21.100000000000001,27.899999999999999,45.600000000000001,3.2999999999999998,,2.2000000000000002,ndp,100.09999999999999
59039,Vancouver Quadra,25.899999999999999,58.700000000000003,10.699999999999999,4.2000000000000002,,0.60000000000000009,lib,100.09999999999999
59040,Vancouver South,33.899999999999999,48.799999999999997,14.0,2.6000000000000001,,0.80000000000000004,lib,100.09999999999999
59041,Victoria,11.800000000000001,11.9,42.200000000000003,33.0,,1.2,ndp,100.10000000000001
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,26.300000000000001,54.700000000000003,9.6999999999999993,8.9000000000000004,,0.5,lib,100.10000000000001
48032,Sherwood Park--Fort Saskatchewan,63.899999999999999,20.399999999999999,9.8000000000000007,2.5,,3.2999999999999998,con,99.900000000000006
35024,Eglinton--Lawrence,39.0,49.600000000000001,5.5999999999999996,5.0,,0.80000000000000004,lib,100.0
59012,Fleetwood--Port Kells,29.300000000000001,46.899999999999999,21.5,2.3999999999999999,,,lib,100.09999999999999
35017,Chatham-Kent--Leamington,41.700000000000003,37.299999999999997,18.399999999999999,2.6000000000000001,,,con,100.0
35001,Ajax,34.5,55.700000000000003,8.1999999999999993,1.3999999999999999,,0.10000000000000001,lib,99.900000000000006
35002,Algoma--Manitoulin--Kapuskasing,23.699999999999999,34.100000000000001,40.0,2.2000000000000002,,,ndp,100.00000000000001
35003,Aurora--Oak Ridges--Richmond Hill,45.200000000000003,47.299999999999997,5.7000000000000002,1.3,,0.5,lib,100.0
35004,Barrie--Innisfil,46.399999999999999,37.100000000000001,11.800000000000001,4.0,,0.69999999999999996,con,100.0
35005,Barrie--Springwater--Oro-Medonte,41.700000000000003,41.5,10.300000000000001,5.2999999999999998,,1.2000000000000002,con,100.0
35006,Bay of Quinte,34.299999999999997,50.600000000000001,12.199999999999999,2.2000000000000002,,0.59999999999999998,lib,99.900000000000006
35007,Beaches--East York,16.5,49.399999999999999,30.800000000000001,2.6000000000000001,,0.79999999999999993,lib,100.09999999999999
35008,Brampton Centre,33.799999999999997,48.799999999999997,14.9,2.1000000000000001,,0.40000000000000002,lib,100.0
35009,Brampton East,23.5,52.299999999999997,23.0,1.1000000000000001,,,lib,99.900000000000006
35010,Brampton North,33.0,48.399999999999999,16.5,1.8999999999999999,,0.29999999999999999,lib,100.09999999999999
35011,Brampton South,35.0,52.100000000000001,10.6,2.2000000000000002,,,lib,99.900000000000006
35012,Brampton West,30.100000000000001,55.899999999999999,12.4,1.6000000000000001,,,lib,100.0
35013,Brantford--Brant,40.799999999999997,30.699999999999999,24.899999999999999,2.5,,1.1000000000000001,con,100.0
35014,Bruce--Grey--Owen Sound,46.799999999999997,38.700000000000003,11.199999999999999,3.3999999999999999,,,con,100.09999999999999
35015,Burlington,42.5,46.0,9.0,2.3999999999999999,,,lib,99.900000000000006
35016,Cambridge,38.700000000000003,43.200000000000003,13.800000000000001,3.2000000000000002,,1.1000000000000001,lib,100.00000000000001
13001,Acadie--Bathurst,7.5999999999999996,50.700000000000003,39.399999999999999,2.2999999999999998,,,lib,100.0
13002,Beauséjour,11.4,69.0,15.1,4.5,,,lib,100.0
13003,Fredericton,28.399999999999999,49.299999999999997,9.9000000000000004,12.4,,,lib,100.0
13004,Fundy Royal,37.100000000000001,40.899999999999999,17.5,3.8999999999999999,,0.59999999999999998,lib,100.0
13005,Madawaska--Restigouche,16.100000000000001,56.600000000000001,25.399999999999999,1.8999999999999999,,,lib,100.0
13006,Miramichi--Grand Lake,34.5,47.0,15.4,3.0,,,lib,99.900000000000006
13007,Moncton--Riverview--Dieppe,21.5,57.799999999999997,16.100000000000001,4.5999999999999996,,,lib,100.0
13008,New Brunswick Southwest,38.600000000000001,43.899999999999999,12.6,5.0,,,lib,100.09999999999999
13009,Saint John--Rothesay,30.399999999999999,48.799999999999997,17.699999999999999,3.2000000000000002,,,lib,100.09999999999999
13010,Tobique--Mactaquac,37.0,46.600000000000001,11.300000000000001,5.0999999999999996,,,lib,100.0
35027,Etobicoke Centre,37.200000000000003,52.799999999999997,7.9000000000000004,1.5,,0.59999999999999998,lib,100.0
35028,Etobicoke--Lakeshore,32.299999999999997,53.700000000000003,10.9,2.2999999999999998,,0.80000000000000004,lib,100.0
35022,Dufferin--Caledon,46.100000000000001,39.0,7.4000000000000004,7.5,,,con,100.0
35030,Flamborough--Glanbrook,43.5,39.100000000000001,14.0,3.3999999999999999,,,con,100.0
35031,Glengarry--Prescott--Russell,36.299999999999997,53.399999999999999,7.9000000000000004,1.8,,0.59999999999999998,lib,100.0
35032,Guelph,26.399999999999999,49.100000000000001,12.0,11.300000000000001,,1.2,lib,100.0
35033,Haldimand--Norfolk,44.100000000000001,36.600000000000001,13.6,3.2999999999999998,,2.4000000000000004,con,100.0
35034,Haliburton--Kawartha Lakes--Brock,44.899999999999999,31.699999999999999,19.5,4.0,,,con,100.09999999999999
35023,Durham,45.200000000000003,35.700000000000003,16.0,2.5,,0.59999999999999998,con,100.0
35036,Hamilton East--Stoney Creek,25.399999999999999,38.799999999999997,32.700000000000003,2.6000000000000001,,0.5,lib,100.0
35037,Hamilton Mountain,25.699999999999999,33.600000000000001,35.799999999999997,2.5,,2.3999999999999999,ndp,100.0
35038,Hamilton West--Ancaster--Dundas,31.699999999999999,47.5,16.199999999999999,4.5,,,lib,99.900000000000006
35039,Hastings--Lennox and Addington,41.799999999999997,42.5,12.699999999999999,3.0,,,lib,100.0
35040,Huron--Bruce,44.600000000000001,39.899999999999999,13.1,2.3999999999999999,,,con,100.0
12001,Cape Breton--Canso,14.4,74.400000000000006,8.1999999999999993,3.0,,,lib,100.00000000000001
12002,Central Nova,25.899999999999999,58.200000000000003,10.199999999999999,4.2999999999999998,,1.3,lib,99.900000000000006
12003,Cumberland--Colchester,26.399999999999999,63.5,6.0,3.5,,0.60000000000000009,lib,100.0
12004,Dartmouth--Cole Harbour,14.0,58.100000000000001,24.399999999999999,3.3999999999999999,,,lib,99.900000000000006
12005,Halifax,8.6999999999999993,51.100000000000001,36.600000000000001,3.3999999999999999,,0.20000000000000001,lib,100.00000000000001
12006,Halifax West,15.699999999999999,68.599999999999994,11.699999999999999,3.8999999999999999,,,lib,99.900000000000006
12007,Kings--Hants,18.600000000000001,70.799999999999997,6.4000000000000004,3.3999999999999999,,0.89999999999999991,lib,100.10000000000002
12008,Sackville--Preston--Chezzetcook,14.9,48.0,34.399999999999999,2.7999999999999998,,,lib,100.09999999999999
12009,South Shore--St. Margarets,22.600000000000001,56.899999999999999,16.800000000000001,2.8999999999999999,,0.80000000000000004,lib,100.0
12010,Sydney--Victoria,10.6,73.299999999999997,13.0,2.5,,0.59999999999999998,lib,99.999999999999986
12011,West Nova,25.699999999999999,62.399999999999999,7.7000000000000002,4.2000000000000002,,,lib,100.0
35052,London North Centre,31.100000000000001,50.5,14.699999999999999,3.5,,0.20000000000000001,lib,100.0
35026,Essex,35.700000000000003,20.899999999999999,41.399999999999999,1.8999999999999999,,0.10000000000000001,ndp,100.0
35054,Markham--Stouffville,42.700000000000003,49.200000000000003,6.2000000000000002,1.8999999999999999,,,lib,100.0
35055,Markham--Thornhill,32.299999999999997,55.700000000000003,10.699999999999999,1.2,,,lib,99.900000000000006
35056,Markham--Unionville,49.399999999999999,43.299999999999997,5.0,2.2000000000000002,,,con,99.900000000000006
35057,Milton,45.299999999999997,40.5,10.9,2.2999999999999998,,1.0,con,100.0
35058,Mississauga Centre,33.200000000000003,55.100000000000001,9.5,2.2000000000000002,,,lib,100.00000000000001
35059,Mississauga East--Cooksville,35.399999999999999,54.200000000000003,8.5999999999999996,1.5,,0.29999999999999999,lib,100.0
35060,Mississauga--Erin Mills,39.100000000000001,49.700000000000003,9.4000000000000004,1.8,,,lib,100.0
35061,Mississauga--Lakeshore,41.299999999999997,47.5,8.1999999999999993,2.3999999999999999,,0.69999999999999996,lib,100.09999999999999
35062,Mississauga--Malton,26.399999999999999,59.100000000000001,12.300000000000001,1.7,,0.5,lib,100.0
35063,Mississauga--Streetsville,40.399999999999999,47.700000000000003,9.0,2.2999999999999998,,0.5,lib,99.900000000000006
35064,Nepean,36.200000000000003,52.399999999999999,8.1999999999999993,2.2999999999999998,,0.89999999999999991,lib,100.0
11001,Cardigan,16.199999999999999,65.0,11.1,6.4000000000000004,,1.3,lib,100.0
11002,Charlottetown,14.800000000000001,56.299999999999997,23.100000000000001,5.7999999999999998,,,lib,99.999999999999986
11003,Egmont,29.0,49.299999999999997,19.199999999999999,2.5,,,lib,100.0
11004,Malpeque,17.600000000000001,62.100000000000001,11.199999999999999,9.1999999999999993,,,lib,100.09999999999999
35069,Nickel Belt,16.800000000000001,43.0,37.600000000000001,2.5,,0.20000000000000001,lib,100.10000000000001
35070,Nipissing--Timiskaming,29.300000000000001,51.700000000000003,16.399999999999999,2.6000000000000001,,,lib,100.0
35029,Etobicoke North,23.699999999999999,61.799999999999997,12.300000000000001,1.2,,0.90000000000000002,lib,99.900000000000006
35072,Oakville,42.5,49.399999999999999,5.9000000000000004,2.2000000000000002,,,lib,100.0
35073,Oakville North--Burlington,43.0,46.899999999999999,7.4000000000000004,1.6000000000000001,,1.1000000000000001,lib,100.0
35074,Oshawa,38.200000000000003,27.300000000000001,31.899999999999999,2.5,,0.10000000000000001,con,100.0
35075,Ottawa Centre,14.5,42.600000000000001,38.5,3.0,,1.3999999999999999,lib,100.0
35076,Orléans,30.399999999999999,59.799999999999997,8.0,1.8,,,lib,100.0
35077,Ottawa South,24.199999999999999,60.100000000000001,11.6,2.8999999999999999,,1.2000000000000002,lib,100.0
35078,Ottawa--Vanier,19.100000000000001,57.200000000000003,19.5,3.1000000000000001,,1.1000000000000001,lib,100.0
35079,Ottawa West--Nepean,30.0,56.0,9.8000000000000007,2.7999999999999998,,1.3999999999999999,lib,100.0
35080,Oxford,45.600000000000001,32.200000000000003,16.5,3.5,,2.1000000000000001,con,99.900000000000006
35081,Parkdale--High Park,13.1,42.100000000000001,40.200000000000003,3.0,,1.8,lib,100.19999999999999
35082,Parry Sound--Muskoka,43.299999999999997,38.899999999999999,10.1,7.2000000000000002,,0.5,con,100.0
35083,Perth--Wellington,43.0,37.5,15.0,2.6000000000000001,,1.8999999999999999,con,100.0
35084,Peterborough--Kawartha,35.200000000000003,43.100000000000001,18.800000000000001,2.7000000000000002,,0.20000000000000001,lib,100.00000000000001
35085,Pickering--Uxbridge,38.200000000000003,50.299999999999997,9.1999999999999993,2.2999999999999998,,,lib,100.0
35086,Renfrew--Nipissing--Pembroke,45.799999999999997,32.600000000000001,8.5999999999999996,1.8999999999999999,,11.1,con,100.0
35087,Richmond Hill,43.299999999999997,46.899999999999999,8.0,1.7,,,lib,99.900000000000006
35088,Carleton,46.899999999999999,43.600000000000001,6.0999999999999996,3.2999999999999998,,,con,99.900000000000006
10001,Avalon,11.1,55.899999999999999,14.4,0.5,,18.0,lib,99.900000000000006
10002,Bonavista--Burin--Trinity,10.1,81.799999999999997,7.2999999999999998,0.80000000000000004,,,lib,99.999999999999986
10003,Coast of Bays--Central--Notre Dame,18.300000000000001,74.799999999999997,6.0999999999999996,0.80000000000000004,,,lib,99.999999999999986
10004,Labrador,13.9,71.799999999999997,14.4,,,,lib,100.10000000000001
10005,Long Range Mountains,12.199999999999999,73.900000000000006,11.300000000000001,2.7000000000000002,,,lib,100.10000000000001
10006,St. John's East,6.5,46.799999999999997,45.299999999999997,1.1000000000000001,,0.29999999999999999,lib,100.0
10007,St. John's South--Mount Pearl,4.5,57.899999999999999,36.799999999999997,0.80000000000000004,,,lib,100.0
35096,Scarborough North,27.399999999999999,48.200000000000003,22.100000000000001,1.5,,0.80000000000000004,lib,100.0
35097,Scarborough--Rouge Park,27.300000000000001,60.100000000000001,10.4,2.2000000000000002,,,lib,100.0
35098,Scarborough Southwest,21.300000000000001,52.5,23.699999999999999,2.6000000000000001,,,lib,100.09999999999999
35099,Simcoe--Grey,46.600000000000001,38.5,9.5999999999999996,4.4000000000000004,,0.80000000000000004,con,99.900000000000006
35100,Simcoe North,43.5,39.799999999999997,10.6,4.4000000000000004,,1.7000000000000002,con,100.0
35101,Spadina--Fort York,15.699999999999999,54.5,27.399999999999999,2.1000000000000001,,0.30000000000000004,lib,100.0
35102,Stormont--Dundas--South Glengarry,51.0,38.600000000000001,8.1999999999999993,2.2000000000000002,,,con,100.0
35103,Sudbury,21.100000000000001,47.399999999999999,27.800000000000001,3.0,,0.69999999999999996,lib,100.0
35104,Thornhill,58.600000000000001,33.700000000000003,5.2000000000000002,1.2,,1.4000000000000001,con,100.10000000000001
35105,Thunder Bay--Rainy River,21.100000000000001,44.100000000000001,29.600000000000001,5.2000000000000002,,,lib,100.0
35106,Thunder Bay--Superior North,17.5,44.899999999999999,23.199999999999999,13.800000000000001,,0.59999999999999998,lib,100.0
35035,Hamilton Centre,14.4,33.399999999999999,45.600000000000001,4.5,,2.1000000000000001,ndp,100.0
35108,Toronto Centre,12.199999999999999,57.899999999999999,26.600000000000001,2.6000000000000001,,0.80000000000000004,lib,100.10000000000001
35109,Toronto--Danforth,9.9000000000000004,42.299999999999997,40.0,4.9000000000000004,,2.8999999999999999,lib,100.0
35110,University--Rosedale,17.5,49.799999999999997,28.600000000000001,2.8999999999999999,,1.1000000000000001,lib,99.900000000000006
35111,Vaughan--Woodbridge,43.600000000000001,48.899999999999999,4.5999999999999996,1.3,,1.5,lib,99.900000000000006
35112,Waterloo,32.399999999999999,49.600000000000001,14.9,2.8999999999999999,,0.20000000000000001,lib,100.0
35113,Wellington--Halton Hills,50.799999999999997,36.5,8.4000000000000004,4.0,,0.29999999999999999,con,100.0
35114,Whitby,42.100000000000001,44.899999999999999,10.4,2.2000000000000002,,0.5,lib,100.09999999999999
35115,Willowdale,37.100000000000001,53.200000000000003,7.0,2.2000000000000002,,0.5,lib,100.0
35116,Windsor--Tecumseh,27.5,26.600000000000001,43.5,2.0,,0.5,ndp,100.09999999999999
35117,Windsor West,20.800000000000001,25.5,51.100000000000001,2.2999999999999998,,0.29999999999999999,ndp,100.0
35118,York Centre,44.0,46.799999999999997,7.2999999999999998,1.8,,,lib,99.899999999999991
35119,York--Simcoe,50.200000000000003,37.799999999999997,8.9000000000000004,3.1000000000000001,,,con,100.0
35120,York South--Weston,19.199999999999999,46.100000000000001,30.300000000000001,2.0,,2.3999999999999999,lib,100.0
35121,Humber River--Black Creek,20.199999999999999,67.0,10.6,1.6000000000000001,,0.59999999999999998,lib,99.999999999999986
48026,Lethbridge,56.799999999999997,18.5,20.5,2.6000000000000001,,1.7000000000000002,con,100.09999999999999
48003,Bow River,77.400000000000006,13.699999999999999,5.2000000000000002,1.8,,1.8999999999999999,con,100.0
59018,Nanaimo--Ladysmith,23.300000000000001,23.699999999999999,33.100000000000001,19.699999999999999,,0.20000000000000001,ndp,99.999999999999986
48025,Lakeland,73.599999999999994,13.699999999999999,9.1999999999999993,2.2999999999999998,,1.1000000000000001,con,99.899999999999991
59019,New Westminster--Burnaby,19.800000000000001,28.800000000000001,43.5,4.9000000000000004,,3.0,ndp,100.0
35041,Kanata--Carleton,39.200000000000003,51.299999999999997,6.7999999999999998,2.7000000000000002,,,lib,100.0
35068,Niagara West,48.700000000000003,32.899999999999999,11.4,3.0,,4.0,con,100.0
35042,Kenora,28.5,35.5,33.799999999999997,1.6000000000000001,,0.5,lib,99.900000000000006
35043,King--Vaughan,44.200000000000003,47.399999999999999,6.5,1.8999999999999999,,,lib,100.0
48014,Edmonton Centre,34.899999999999999,37.200000000000003,24.5,2.6000000000000001,,0.80000000000000004,lib,100.0
35044,Kingston and the Islands,22.699999999999999,55.399999999999999,17.0,4.5,,0.5,lib,100.10000000000001
48015,Edmonton Griesbach,39.899999999999999,21.699999999999999,34.0,2.2999999999999998,,2.0,con,99.900000000000006
35045,Kitchener Centre,30.0,48.5,16.699999999999999,3.6000000000000001,,1.2,lib,100.0
35046,Kitchener--Conestoga,43.399999999999999,42.600000000000001,9.8000000000000007,2.7999999999999998,,1.3999999999999999,con,100.0
59001,Abbotsford,48.200000000000003,32.899999999999999,13.699999999999999,5.0,,0.20000000000000001,con,100.0
35047,Kitchener South--Hespeler,36.399999999999999,41.899999999999999,15.699999999999999,3.7000000000000002,,2.3999999999999999,lib,100.09999999999999
35048,Lambton--Kent--Middlesex,50.200000000000003,29.5,17.0,3.2999999999999998,,,con,100.0
35049,Lanark--Frontenac--Kingston,47.899999999999999,33.799999999999997,14.1,3.5,,0.69999999999999996,con,100.0
35065,Newmarket--Aurora,42.600000000000001,45.200000000000003,8.5,2.3999999999999999,,1.3,lib,100.0
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,47.399999999999999,40.600000000000001,8.4000000000000004,3.7000000000000002,,,con,100.09999999999999
48001,Banff--Airdrie,63.399999999999999,26.100000000000001,6.7999999999999998,3.7999999999999998,,,con,100.09999999999999
48002,Battle River--Crowfoot,81.0,9.3000000000000007,6.5,3.2000000000000002,,,con,100.0
35051,London--Fanshawe,27.199999999999999,31.300000000000001,37.899999999999999,2.8999999999999999,,0.59999999999999998,ndp,99.900000000000006
48004,Calgary Centre,45.200000000000003,46.700000000000003,5.5999999999999996,2.2000000000000002,,0.40000000000000002,lib,100.10000000000001
48005,Calgary Confederation,45.5,43.600000000000001,7.2000000000000002,3.3999999999999999,,0.29999999999999999,con,100.0
48006,Calgary Forest Lawn,48.0,36.0,9.8000000000000007,3.0,,3.2999999999999998,con,100.09999999999999
48007,Calgary Heritage,63.799999999999997,25.899999999999999,7.2999999999999998,2.2000000000000002,,0.80000000000000004,con,100.0
48008,Calgary Midnapore,66.5,22.600000000000001,8.0,2.7000000000000002,,0.20000000000000001,con,100.0
48009,Calgary Nose Hill,60.0,26.899999999999999,8.9000000000000004,2.5,,1.6000000000000001,con,99.900000000000006
48010,Calgary Rocky Ridge,60.399999999999999,31.699999999999999,5.7999999999999998,2.1000000000000001,,,con,100.0
48011,Calgary Shepard,65.900000000000006,24.699999999999999,6.7999999999999998,2.6000000000000001,,,con,100.0
48012,Calgary Signal Hill,60.600000000000001,30.600000000000001,5.0,2.5,,1.4000000000000001,con,100.09999999999999
48013,Calgary Skyview,39.700000000000003,45.899999999999999,8.0,1.8999999999999999,,4.4000000000000004,lib,99.900000000000006
35018,Davenport,10.6,44.299999999999997,41.399999999999999,3.1000000000000001,,0.69999999999999996,lib,100.09999999999999
35053,London West,35.299999999999997,45.799999999999997,14.800000000000001,2.7999999999999998,,1.2000000000000002,lib,99.899999999999991
48016,Edmonton Manning,45.399999999999999,27.600000000000001,23.399999999999999,2.2999999999999998,,1.4000000000000001,con,100.09999999999999
48017,Edmonton Mill Woods,41.100000000000001,41.200000000000003,12.800000000000001,2.2000000000000002,,2.7000000000000002,lib,100.0
48018,Edmonton Riverbend,49.899999999999999,30.199999999999999,17.0,2.2000000000000002,,0.69999999999999996,con,100.0
48019,Edmonton Strathcona,31.300000000000001,20.699999999999999,44.0,2.2999999999999998,,1.7999999999999998,ndp,100.09999999999999
48020,Edmonton West,49.299999999999997,34.899999999999999,13.0,1.8999999999999999,,0.80000000000000004,con,99.899999999999991
48021,Edmonton--Wetaskiwin,65.700000000000003,21.399999999999999,9.6999999999999993,2.2999999999999998,,0.80000000000000004,con,99.900000000000006
